orderid,itemid,cmtid,ctime,rating,userid,shopid,comment,rating_star,skin_suitability,absorption,model_name
9.98075E+13,3034933556,7791421232,1647586233,1,7437757,423318317,"Skin Suitability:kering
Absorption:bagus

Mmg bagus ya coalface ni since 2018 dah pakai yang version lama. Ni baru nak pakai packaging baru.",5,kering,bagus,Coalface Soap
1.04955E+14,3034933556,8352927515,1652381587,1,72793643,423318317,RM0: Aidil Fitri bakal menjelang. Rayakan dengan selamat. Lindungi orang tersayang. Vaksin anak anda dan dapatkan dos penggalak bagi warga emas.,5,,,Suntella UV Milk ☀️
9.27543E+13,3034933556,6998236567,1640160727,1,11450517,423318317,"Best bila pakai, tak terlalu berminyak. Muka rasa lembut lepas pakai",5,,,Rosa Glow Essence
1.10527E+14,3034933556,8995988136,1658035249,1,91641904,423318317,Memang dah banyak kali repeat. So okay jerr..thankyou seller,5,,,Travel Serum 1.0
1.15615E+14,3034933556,9445556872,1662100186,1,100957172,423318317,"Skin Suitability:ok

tak cuba lgi bru smpai huhuhuhuuuhuuhhuhhuhuhuhuhuhuuhuh",5,,,Coalface Soap
1.11082E+14,3034933556,8973225071,1657815764,1,65252932,423318317,"Skin Suitability:tak Cuba lagi

Okay Penghantaran ambik 5 hari juga maybe sebab raya haji. Will repeat if okay insyaAllah",5,,,Hyalumelon Toner
1.07103E+14,3034933556,8499977726,1653703957,1,91067964,423318317,"Skin Suitability:Baru mencuba
Absorption:Sampai

Tq bos brg selamat sampai siap bagi free gift tq",5,Baru mencuba,Sampai,Coalface Soap
1.11654E+14,3034933556,9026542691,1658306139,1,58056543,423318317,"Cheap looking bottle😂
Price was too much but give a try😂",5,,,Hyalumelon Toner
1.03683E+14,3034933556,8130844630,1650451799,1,80175382,423318317,Terbaik. Fast delivery. Byk kali dh beli. Sgt suka product ini,5,,,Rosa Glow Essence
9.8551E+13,3034933556,7572278315,1645622309,1,47455430,423318317,"Skin Suitability:my skin genting better
Absorption:so good

1st pakai dua benda ni dah nak seminggu pakai jerawat cepat kecut and my skin getting better la😍will repurchase maybe",5,my skin genting better,so good,Travel Serum 1.0
9.81828E+13,3034933556,7501966891,1644984493,1,99898500,423318317,Pencuci muka dh habis. Terus grab 3 🤣 thankyou barang dah sampai.,5,,,Cleanser + Essence
9.30108E+13,3034933556,6901615214,1639488180,1,84854865,423318317,No wonder semua bg 5 stars sebab service sgt bagus thanks seller,5,,,Coalberry Cleanser
1.08032E+14,3034933556,8614747577,1654734626,1,46140177,423318317,"Skin Suitability:oily skin

Baru first time try this. Hope sesuai dengan kulit. My sis muka breakout n pakai this about a month terus jerawat kecut kecut 🫢",5,,,Coalface Soap
9.72179E+13,3034933556,7388934267,1643898813,1,307426163,423318317,"Hi, Alhamdulillah barang dah smpai. First time try. Puas hati dgn layanan seller. 5 star utk seller. Harini order, ptg terus ship out,  Tq sgt2 .",5,,,Boing-Boing Kit+Sock
9.80211E+13,3034933556,7523311059,1645164996,1,119935289,423318317,"Absorption:5/5 senang absorb
Skin Suitability:oily skin

Best sangat pakai, gel texture.. senang absorb muka tak melekit",5,,,Skintella Moisturzer
9.61096E+13,3034933556,7309521132,1643087400,1,458132237,423318317,"Skin Suitability:good
Absorption:good

Baru nak try guna essence ni, so far okay kene consistence lagi baru nampak lagi my scars faded and fast delivery ty!",5,good,good,Travel Essence
1.04303E+14,3034933556,8291728212,1651862179,1,130240961,423318317,"Skin Suitability:oily
Absorption:good

seller post laju gila .. overall very statisfied hehe",5,oily,good,Hyalumelon Toner
9.70579E+13,3034933556,7371099169,1643706991,1,63021564,423318317,"Skin Suitability:Oily Skin
Absorption:Fast absorb

Terima kasih seller, servis terbaik 👍🏻👍🏻👍🏻👍🏻👍🏻",5,Oily Skin,Fast absorb,HoneyGlo + Free Mitt
1.13968E+14,3034933556,9267916589,1660469278,1,305744826,423318317,"Skin Suitability:1000/1000
Absorption:1000/1000

Kali ke 4 kot beli kat sini. Packaging on point mcm selalu. Takda damage and cepat je barang sampai.",5,1000/1000,1000/1000,Skintella Moisturzer
1.0646E+14,3034933556,8417587732,1652954814,1,102029405,423318317,yay dah sampai! comelnya dapat free gift. thank you seller!,5,,,Coalface Soap
9.03226E+13,3034933556,6599066314,1636966885,1,313518511,423318317,item delivered! first time trying the moisturiser :) thank you seller for the freegift!,5,,,Skintella Moisturzer
1.14864E+14,3034933556,9367002011,1661343543,1,115518214,423318317,love the service from this shopp! fast ship out and all in good condition 🫶🏻,5,,,HoneyGlo Exfoliant
1.10825E+14,3034933556,8903725499,1657269551,1,46923466,423318317,Barang sampai dalam keadaan baik dan penghantaran pantas. Terbaik seller!,5,,,Travel Essence 30ml
9.82827E+13,3034933556,7494180612,1644909238,1,99124173,423318317,Seller is really good..helps me a lot and overall everything is good❤️delivery is fast also,5,,,HoneyGlo + Free Mitt
1.11732E+14,3034933556,9031092962,1658337440,1,48436500,423318317,Bungkusan dia tebal tk kemek kotak ni.. Penghantaran pn laju will repeat soon,5,,,Coalface Soap
9.29397E+13,3034933556,7009732737,1640248362,1,253678215,423318317,Fast delivery but i hope i can get more gift or wrap in box but overall all okay,5,,,Serum + Essence
1.09208E+14,3034933556,8751358849,1655902121,1,305744826,423318317,"Skin Suitability:1000/1000
Absorption:100/100

Dah 2 tahun lebih guna kayman so far ni je sesuai dgn muka and dh repeat 3 kali sini",5,1000/1000,100/100,Skintella Moisturzer
1.01103E+14,3034933556,7892702201,1648518217,1,47323880,423318317,"Absorption:good for acne skin
Skin Suitability:good

Thankyou so much. Thanks thanks thanks",5,,,Coalface Soap
1.10536E+14,3034933556,8904947806,1657276933,1,449204937,423318317,thank u seller bolehla dapat free gift sekali ok best sabunnya,5,,,Coalface Soap
9.22004E+13,3034933556,6798382061,1638602570,1,458280835,423318317,I MEAN LIKE LAJU GILA SHOP NI POS BARANG AKU ?? BARANG SEMALAM HARINI SAMPAI ?? after this memang beli kat sini jela :)),5,,,Soap + Serum
1.13324E+14,3034933556,9226277969,1660147255,1,234182274,423318317,Special for this Merdeka month at Kenny Rogers ROASTERS. Enjoy a FREE Kenny's Quarter Meal with a purchase of ONE Sate Krave Chicken Meal. Go to Maxis app @ https://www.maxis.my/7488 to enjoy this deal. Ends 31 Aug.,5,,,Rosa Glow Essence
1.06646E+14,3034933556,8453678281,1653288574,1,244044945,423318317,"Skin Suitability:combination skin

both of this are my second bottle. love this local product",5,,,Skintella Moisturzer
9.17614E+13,3034933556,6778346093,1638424673,1,231691613,423318317,YAAYY Alhamdulillahh sampai dah😍✨✨✨ thank you!🥳🥳🥳👍🏻👍🏻👍🏻,5,,,HoneyGlo + Free Mitt
1.09066E+14,3034933556,8855802302,1656849656,1,97629080,423318317,thank you so much. ada freeegift getah rambut comel.. huhuhuhuhjbkh,5,,,Coalface Soap
9.27953E+13,3034933556,6902834838,1639493781,1,244556207,423318317,Really fast delivery. I love this product and it works well with my skin,5,,,HoneyGlo + Free Mitt
1.10823E+14,3034933556,9015003964,1658208093,1,237785836,423318317,Alhamdulillah barang sudah sampai...barang tiada kerosakan tq sellerr,5,,,Coalberry Cleanser
1.03166E+14,3034933556,8045885646,1649743955,1,587376162,423318317,terbaik bagus will repeat sebab seller friendly je saya suka,5,,,Coalface Soap
8.87749E+13,3034933556,6432684217,1635491231,1,421441263,423318317,"ehehehe thank you 💗 coalface soap i dah sampai. okay je, tak ada rosak apa pun. thank you again 💗",5,,,CoalFace Soap
9.96672E+13,3034933556,7660759987,1646459717,1,123613551,423318317,"Order on 28th feb, sampai 4th of march. Thank you seller, so far I puas hati👍🏻",5,,,Skintella Serum
1.36474E+14,3034933556,11413528957,1683205593,1,70336236,423318317,"Skin Suitability:dry/oily skin
Absorption:okay

Skin saya jenis kering dan berjerawat,baru nak try face wash and facial exfoliat. Yang moisturiser nie memang biasa pakai dari dulu dan memang okay sangat dengan jenis kulit kering saya, sebelum ne pakai moisturiser dom tapi terlalu kuat untuk skin saya yg sensitif terus keluar jerawat kecil2😭 tapi kayman ne okay sangat memang love sangat😘😘 tue la terus gatal hati nak try produk kayman yg lain pulak",5,dry/oily skin,okay,HoneyGlo Exfoliant
1.36112E+14,3034933556,11406959007,1683140371,1,77901298,423318317,"Sorry gmbr dan video tkdak kena mengena. Tk penah pakai lgi products kayman. Harap harap function eloklah,sbb skin memang tk okay sgt skrg,benda mahal harap sgt membantu dan berbaloi la beli",5,,,Serum + Moisturizer
1.3626E+14,3034933556,11402225294,1683095496,1,69435387,423318317,"Skin Suitability:yesss
Absorption:fast

Very good product! I love this serum so much but can’t always purchase this everytime the serum’s finished since the price quite pricy for student🥺",5,yesss,fast,NEW Skintella Serum
1.31517E+14,3034933556,11191509270,1680793897,1,211705452,423318317,"Skin Suitability:Normal to oily
Absorption:Good

Good facial product for daily use. Value for money and will repeate order again.",5,Normal to oily,Good,Skintella Moisturzer
1.35131E+14,3034933556,11306018543,1681814181,1,768504,423318317,"Barang sampai dalam keadaan baik, first time try, so far ok. if ok kita repeat order lagi. Thank you so much ✨",5,,,Coalface Soap
1.34323E+14,3034933556,11455935048,1683628325,1,232079973,423318317,"Skin Suitability:for my dry skin
Absorption:fast

Thank you seller. Dah banyak kali repeat. Love love love ❤️",5,for my dry skin,fast,Skintella Moisturzer
1.31901E+14,3034933556,10987236407,1678673543,1,223985240,423318317,"Skin Suitability:Bagus
Absorption:Bagus

Barang sampai dalam keadaan baik. Harga murah. Terima kasih bagi gift",5,Bagus,Bagus,NEW Coalberry
1.35744E+14,3034933556,11378004828,1682770949,1,47060911,423318317,"Terima kasih seller bagi getah rambut, good product quality.",5,,,Petite CBC 30ml
1.36835E+14,3034933556,11443369205,1683522937,1,69435387,423318317,"Skin Suitability:not try yet
Absorption:not try yet

First time nak try, kalau sesuai nanti repeat. Hopefully sesuai la🥺 sbb serum kayman very the bagusss!",5,not try yet,not try yet,NEW Coalberry
1.34696E+14,3034933556,11294877623,1681712525,1,28906425,423318317,"Absorption:good
Skin Suitability:good

2nd time buy with dis seller.. recommended..tp essence+moisturizer+cleanser baru nak try..harap sesuai",5,,,HoneyGlo Essence
1.34239E+14,3034933556,11246561958,1681279082,1,321237413,423318317,Dah 3 kali beli okey sangat la setakat ni. Apepom tenkiu. Nt repeat lg,5,,,Coalface Soap
1.36691E+14,3034933556,11411132022,1683189736,1,50323704,423318317,"Thank You!! Barang dah sampai, saya beli. Nanti habis repeat lagi.",5,,,Skintella Moisturzer
1.35053E+14,3034933556,11301012257,1681771430,1,26713921,423318317,"Absorption:good
Skin Suitability:suitable

Good product quality.received in good condition..tq seller bg free gift walaupn lipmate tu lg 2 bulan je nak expired",5,,,Cleanser + Serum
1.34054E+14,3034933556,11310121434,1681866680,1,344710731,423318317,pengahantaran bagus..barang sampai dalam keadaan baik.. tiada kerosakan,5,,,Coalface Soap
1.34925E+14,3034933556,11295766958,1681718428,1,63103629,423318317,"Absorption:tak Cuba lagi
Skin Suitability:tak Cuba lagi

Fast delivery.good packaging.belum Cuba lagi.tak pasti sesuai @ tidak",5,,,Coalface Soap
1.34885E+14,3034933556,11437854365,1683457812,1,103743425,423318317,"Skin Suitability:for acne skin
Absorption:good

Harga just nice...best pakai sabun ni ye.",5,for acne skin,good,Coalface Soap
1.29011E+14,3034933556,10881318356,1677582146,1,258823353,423318317,"Skin Suitability:sangat sesuaiii
Absorption:sangat good

I ada masalah pakai skincare apa pun i pakai memang keluar acne. Ni my first try and i rasa i dah taknak yang lain dah. Korang beli jelahhh since kayman memang penyelamattt. Semua tegur skin i dah tak dull, and sihat. Tinggal parut je ni",5,sangat sesuaiii,sangat good,Soap + Serum
1.30914E+14,3034933556,10866616424,1677401945,1,331484324,423318317,"Skin Suitability:gooddd
Absorption:-

Parcel received in a good condition. Thank you for the free gift seller 💛💛💛",5,gooddd,-,NEW Coalberry
1.28524E+14,3034933556,10652389677,1674971555,1,278784597,423318317,"Skin Suitability:kayman

Baru nak cuba mintak2 menjadi dengan kulit 🫶🏻🫶🏻🫶🏻penghantaran cepat dua tiga hari pon dah sampai🫶🏻tq seller siap bagi gift lagi",5,,,QUICK & EASY KIT
1.24709E+14,3034933556,10432397219,1672317845,1,43040176,423318317,"Skin Suitability:all skin types, acne prone

been using this soap from 2018, it has helped alot w my skin concerns",5,,,Coalface Soap
1.18488E+14,3034933556,9740558739,1665023196,1,5149757,423318317,"Cepat sampai , 1st time try 🥰 hope suit with my skin",5,,,Skintella Moisturzer
1.29909E+14,3034933556,10785999444,1676441763,1,491719697,423318317,"Skin Suitability:oily

First time beli & nak try",5,,,Coalface Soap
1.21828E+14,3034933556,10151116831,1669357203,1,307785744,423318317,baru nak cuba and look forward to this cleanser,5,,,Petite CBC 30ml
1.16465E+14,3034933556,9549647509,1663068051,1,40384226,423318317,Baru nak cuba harap jadilah. Shipping cepat!,5,,,Serum + Moisturizer
9.31568E+13,3034933556,6937249041,1639715303,1,38783358,423318317,,5,,,Serum + Essence
9.31573E+13,3034933556,6937282930,1639715460,1,38783358,423318317,,5,,,Coalberry Cleanser
1.16676E+14,3034933556,9570463203,1663237117,1,70897960,423318317,,5,,,Cleansing SHERBET
9.59518E+13,3034933556,7247946760,1642489573,1,295051122,423318317,besss xsabar nk gunaa tq seller,5,,,Skintella Serum
1.10729E+14,3034933556,8910420522,1657332814,1,108464711,423318317,,5,,,Skintella Moisturzer
1.08181E+14,3034933556,8641276651,1654923720,1,240562673,423318317,Skin Suitability:good,5,,,Skintella Moisturzer
9.46229E+13,3034933556,7108224859,1641200333,1,314866732,423318317,barang dah sampaiii tak sabar nak guna😍😍❤️,5,,,HoneyGlo + Free Mitt
1.1558E+14,3034933556,9437006899,1662016455,1,496880744,423318317,Terbaik. Semua terbaik produk dan penjual. ✨✨✨✅,5,,,Kind & Gentle SET
1.13992E+14,3034933556,9284956705,1660621217,1,38783358,423318317,,5,,,Serum + Essence
9.74217E+13,3034933556,7423166804,1644234017,1,424502898,423318317,,5,,,Skintella Moisturzer
9.53361E+13,3034933556,7185604419,1641882365,1,466813870,423318317,,5,,,HoneyGlo + Free Mitt
1.28892E+14,3034933556,10943157599,1678198269,1,231216804,423318317,"Skin Suitability:Oily, Acne-Prone",5,,,HoneyGlo Exfoliant
1.29653E+14,3034933556,10968754849,1678447012,0,21996633,423318317,,3,,,Serum + Moisturizer
1.26372E+14,3034933556,10483251281,1672925878,1,376093894,423318317,"Skin Suitability:5
Absorption:5

Beli cleanser rm25 je pun dapat free sheetmask and bubblewrap hehe dapat la merasa kayman punya mask Tq seller love love",5,5,5,Petite CBC 30ml
9.70386E+13,3034933556,7387454586,1643887602,1,66966523,423318317,"Skin Suitability:baru masuk botol ke 2 try cleanser kayman.
Absorption:okay..buih pun kurang.gosok muka pun best je.

barang selamat smpai. ngam2 yg lama dh abes.tq seller!",5,baru masuk botol ke 2 try cleanser kayman.,okay..buih pun kurang.gosok muka pun best je.,Coalberry Cleanser
9.92421E+13,3034933556,7599381984,1645883626,1,227929091,423318317,"Skin Suitability:okay

Tak try lagi tp hopefully okaylh sbb first time try kayman pnya brand",5,,,Skintella Moisturzer
9.6389E+13,3034933556,7285899785,1642834160,1,409571599,423318317,First time to try this brand  after I saw a lot of good reviews I decided to try it. Hope it works well with my skin,5,,,Coalberry Cleanser
1.17867E+14,3034933556,9748500517,1665106439,1,244228143,423318317,"Skin Suitability:suitable
Absorption:good

Sekarang dah pakai hampir 2 tahun dah, so memang nmpk skin tu less tompok ² Dan more bright",5,suitable,good,Rosa Glow Essence
9.02825E+13,3034933556,6596862999,1636957880,1,71353115,423318317,Penghantaran pantas.. Thanks seller,5,,,CoalFace Soap
9.97582E+13,3034933556,7697432644,1646745561,1,39657921,423318317,,5,,,Skintella Serum
1.18516E+14,3034933556,9751042524,1665128035,1,173111483,423318317,"Skin Suitability:mmg sesuai dgn saya skin oily and acne. Soap best
Absorption:muka segar lepas cuci

Thank you seller for the freegift. Mmg tgh pening nak letak mana sabun. Skli seller bg. Penghantaran pun cepat.  Ngam dgn muka saya.. Terima kasih kepada kawan saya sbb dia suggest coalface soap. Mmg best kt muka saya.",5,mmg sesuai dgn saya skin oily and acne. Soap best,muka segar lepas cuci,Coalface Soap
1.20406E+14,3034933556,9917278321,1666883787,1,331375660,423318317,"Absorption:Good
Skin Suitability:Suits to my skin

Have been used this for 3 months. So far good to my skin. Good packing, fast delivery & got free gift also. Thank you 👍",5,,,Skintella Moisturzer
1.01252E+14,3034933556,8011010627,1649472878,1,162419535,423318317,"Absorption:superb
Skin Suitability:nice

Nice packaging
Good
Satisfied mi
Very well
Good job
Must buy
No defect
Fast delivery 
Love loveeeee loveeeeee",5,,,Coalberry Cleanser
1.07711E+14,3034933556,8587733988,1654507253,1,163938142,423318317,"Second purchase from this seller! Thankyou

Edit: wanted to use the facial, sadly the pump not functioning. When i open the cap, the pump already rosak like tercabut. Haih how? Wanna change the dispenser but worry that the liquid will get kotor/bercampur with other impurities........",5,,,Coalberry Cleanser
8.62305E+13,3034933556,6228142219,1633795772,1,540885189,423318317,"Item received in good condition, lots of free gifts, well packed and fast delivery by seller also in love with the cute packaging box 🥰 thank you so much ya..InshaAllah will repeat again in the future if it suits my skin 🌹",5,,,
1.02755E+14,3034933556,7981099319,1649251811,1,48786956,423318317,"Skin Suitability:normal
Absorption:Quick

Seller balut dgn kemas ye. Kayman siap ada authentication QR code utk tahu ori ke tak kemainnn kau, of course la original. Barang semua elok siap luck dpt freegift exfoliating glove. Barang pon sampai cepat. Cuma tension sbb serum 2.0 ni tak keluar lagi botol besar so kena catu kalau pakai 😂",5,normal,Quick,Skintella 2.0 15ml
1.08011E+14,3034933556,8594069067,1654570089,1,107797411,423318317,"infinitely love this kayman serum, thank you seller",5,,,Travel Serum 2.0
9.6894E+13,3034933556,7502918664,1644990457,1,8691951,423318317,Barang dalam keadaan baik dan boleh digunakan. Terima kasih bossku. Adik saya suka.,5,,,Cleanser + Serum
1.04979E+14,3034933556,8300440376,1651937119,1,103823648,423318317,"Skin Suitability:Oily and Combination
Absorption:Great

Jerawat cepat kecut, muka lembut, tiny bump pun berkurang",5,Oily and Combination,Great,Boing-Boing Kit+Sock
1.26172E+14,3034933556,10516433997,1673268450,1,76290725,423318317,"Skin Suitability:excellent
Absorption:good

All received in good condition. Seller even gave me 1 extra box for mask 🥹 tqvm",5,excellent,good,Serum + Moisturizer
1.13795E+14,3034933556,9575195090,1663287923,1,143353908,423318317,"Absorption:it controls my oil level
Skin Suitability:good for oily skin

Been using this product for years now and it works for me. I don’t even use other skincare, just this one soap and my skin is smooth. The only comment is again the packaging. Think of an idea on how to make it easier for us to get the soap out of the plastic. Other than that, superb.",5,,,Bundle Soap x 3
1.1865E+14,3034933556,9935332055,1667107357,1,10516872,423318317,Beli yg kecik punya size utk trial so far okay. Tiny bumps pun hilang. Lepas ni boleh repeat yg size besar pulak. Nak try sekali suntella sbb review okay TQ seller,5,,,Petite CBC 30ml
8.62303E+13,3034933556,6228127478,1633795656,1,540885189,423318317,"LESS THAN 24 HOURS received mine! The packaging is so secured and the item is in a good condition no defect!! Plus the seller are very responsive! Thank you seller

For the product itself, mmg suka sgt cleanser ni. My face jd kurang oily. Dah scan barcode kt kotak tu and its officially geniune",5,,,
8.623E+13,3034933556,6228091921,1633795387,1,540885189,423318317,"i taktau la i beli freegift ke cleanser memang tiptop packaging dia. will repeat again. freegift banyakk. 🎁

fast delivery. received my order less than 24 hours. thank you so much for the great service !!! 👍",5,,,
9.97898E+13,3034933556,7846967329,1648091001,1,62270867,423318317,Thankyou soo much... Superfast delivery.. item okay... will repeat soon,5,,,Coalface Soap
9.47516E+13,3034933556,7122127010,1641313740,1,25793630,423318317,"Skin Suitability:Sesuai untuk kulit berjerawat dan berminyak macam saya ni.

Seller pos barang laju dan courier yang digunakan pun laju. Memang takde masalah cuma harap2 pump dia okey. TQ",5,,,Coalberry Cleanser
9.95537E+13,3034933556,7611031452,1646023588,1,240549055,423318317,"Skin Suitability:oily skin suitable use this
Absorption:good

I used this since last year and I dunno how many times I repurchased. It cures my acnes. 
Seller post really fast",5,oily skin suitable use this,good,Coalface Soap
9.91614E+13,3034933556,7578549964,1645689217,1,144873966,423318317,Barang dah sampai. Elok belum try. Harap sesuai dgn muka lah. Jnt problem barang sampai ke penang. Thankyou seller kali kedua repeat kedai ni.,5,,,Skintella Serum
1.32278E+14,3034933556,11020674726,1679033857,1,79552813,423318317,RM0.00 Bath & Body Works Semi Annual Sale NOW on! Upto 75% OFF on select items! Shop now bit.ly/3G6Wcbw Limited time only. While supplies last.T&C apply.,5,,,Petite SMG 30ml
1.28437E+14,3034933556,10699612190,1675503906,1,284523589,423318317,"Skin Suitability:ok
Absorption:cpt

Best sgt. Beli yg kecik dulu sbb nk try ok x dgn kulit. Alhamdulillah so far ok. X breakout. Moisturiser dia best teruk, patot la ramai yg pakai. Light weight and cpt absorb.",5,ok,cpt,Petite SMG 30ml
1.27967E+14,3034933556,10627305807,1674621375,1,17672927,423318317,"Skin Suitability:not sure yet. Its my first time to try it

Nice packaging. The bubble wrap very thick. Fast delivery. Thank you seller. Just received it, not sure if it suits with my skin or not.",5,,,Skintella Moisturzer
1.27575E+14,3034933556,10596966572,1674137582,1,50323704,423318317,"Thank you!! Barang dah sampai. Nanti repeat lagi, maaf gambar tkde kaitan.",5,,,Coalface Soap
1.24974E+14,3034933556,10361416641,1671524046,1,240246188,423318317,"Skin Suitability:My face oily skinn
Absorption:So good🫰🏻

Cepatnya smpaii😬 Siap free sheet mask lagii 💟",5,My face oily skinn,So good🫰🏻,Coalface Soap
1.26867E+14,3034933556,10528817012,1673412164,1,164411304,423318317,Thank you seller bagi freegift mask kayman.. tak pernah try produk kayman.. harap2 okay❤️,5,,,NEW Skintella Serum
1.21729E+14,3034933556,10046440048,1668362957,1,19004272,423318317,"Skin Suitability:Sangat sesuai untuk kulit berminyak dan berjerawat
Absorption:Penyerapan yg cepat dan tak melekit langsung

Sesiapa kulit berminyak dan berjerawat yg bnyak pelebap ini adalah penyelamat ada, kalau tak pernah cuba, try grab satu serius dapat membantu masalah kulit berminyak dan berjerawat dan thank you seller bagi free gift mask baru dari Kayman ni 😊",5,Sangat sesuai untuk kulit berminyak dan berjerawat,Penyerapan yg cepat dan tak melekit langsung,Skintella Moisturzer
1.21497E+14,3034933556,10022231497,1668123043,1,164556571,423318317,"Skin Suitability:good
Absorption:good

Bagus cepat pos pun okay ada free gift okay boleh beli",5,good,good,Hyalumelon Toner
1.2539E+14,3034933556,10392876028,1671858794,1,204237845,423318317,"Skin Suitability:good good
Absorption:good good

banyak kali repeat sudah, soap ni mmg bagus",5,good good,good good,Coalface Soap
1.22133E+14,3034933556,10081913311,1668669825,1,33672209,423318317,"Skin Suitability:Not try yet.

Thankyou fr the great service and fast delivery. This is my first time to try kayman. Hopefully it’s work on my skin. Will update later if suit with my skin. Tqsm again🫶🏻🤍",5,,,Skintella Moisturzer
1.23268E+14,3034933556,10213058070,1670026401,1,211705452,423318317,"Skin Suitability:All
Absorption:Good

Good quality product that works well on my skin. Thank you seller.",5,All,Good,Skintella Moisturzer
8.95677E+13,3034933556,6630501950,1637155589,1,103771242,423318317,"Very fast delivery within 3days! Well-wrapped. Ni dah masuk tahun ke-4 saya pakai coalface soap dari Kayman. So far, worked well with my skin. My skin type : acne prone skin + oil type. Dari muka breakout till now masih guna. Soap ni yg menyembuhkan saya dari breakout. Thank you seller & KAYMAN!",5,,,CoalFace Soap
1.21659E+14,3034933556,10114674800,1669002320,1,48880929,423318317,"Skin Suitability:moisturizer dia suits me the most
Absorption:cepat menyerap. tapi toner take time la jugak.

Suka beli kat sini, delivery cepat laju👍🏻👍🏻",5,moisturizer dia suits me the most,cepat menyerap. tapi toner take time la jugak.,Skintella Moisturzer
1.20709E+14,3034933556,10129687288,1669134805,1,143671424,423318317,alhamdulillah packaging semua okay saja terbaik mantap hehe,5,,,NEW Skintella Serum
1.22536E+14,3034933556,10129805246,1669136727,1,209436724,423318317,"Skin Suitability:sesuai dgn dry skin
Absorption:cepat sangat serap ok

Tak melekit kat muka dan mudah digunakan",5,sesuai dgn dry skin,cepat sangat serap ok,Skintella Moisturzer
1.18323E+14,3034933556,9735773279,1664965868,1,19004272,423318317,"Skin Suitability:Tersangatlah sesuai untuk orang yang kulit Berjerawat Berminyak dan Sensetif
Absorption:Penyerapan yang sangat cepat

Barang dibungkus dengan baik dan penghantaran sangat laju",5,Tersangatlah sesuai untuk orang yang kulit Berjerawat Berminyak dan Sensetif,Penyerapan yang sangat cepat,Skintella Moisturzer
9.17275E+13,3034933556,6827180439,1638877342,1,108126466,423318317,Received it in a good condition. All items were well wrapped. Thanks for the free gift too! This is my first time trying this brand. So far all products fits me well,5,,,HoneyGlo + Free Mitt
8.62306E+13,3034933556,6228155428,1633795877,1,540885189,423318317,packaging cantik gila !!!!!!!! aaaa  tersenyum senyum nak bukak.  first time purchase and i really love it. keep it up ! sangat sangat berbaloi ok beli sbb dapat free gift pastu packaging kemas and selamat la semua barang sampai aaaa thank you sangat recommended korang dgn seller ni 😄😍,5,,,
8.62299E+13,3034933556,6228051561,1633795027,1,540885189,423318317,"Honestly, packaging sangat comel dpt free gifts, and parcel sampai dgn selamat. Seller wrapped the parcel using double bubble wraps . product berkesan sgt! Reduce acne, kulit soft and licin jee. Cleanser tahan sampai 2 bulan lebih! Thank you seller! Will repeat 😘",5,,,
8.62302E+13,3034933556,6228118447,1633795586,1,540885189,423318317,"This is insane! Order semalam pukul 5pm. 2jam kemudian seller terus shipout. Harini dah sampai, Less than 24hrs. 

For the product itself, mmg suka sgt serum ni.  helps to diminish redness, calm irritation, and improve overall skin health ✅",5,,,
1.19334E+14,3034933556,9899969584,1666701553,1,123972248,423318317,"Skin Suitability:terbaik
Absorption:terbaik

RM0. Pakej Merdeka: Telefon 4G & Pelan Internet Pantas selama 12 bulan untuk sentiasa #HappyBersamaTuneTalk. Harga promosi RM499 di bit.ly/merderkabundle",5,terbaik,terbaik,Coalface Soap
8.62309E+13,3034933556,6228180336,1633796079,1,540885189,423318317,"received well with freegifts. thanks seller. been using Kayman since 2018 and now it's my first time using the Moisturizer. hopefully it works well on my skin

delivery was super duper fast using J&T, only took 2 days. worth it 👍",5,,,
1.17692E+14,3034933556,9652545642,1664078481,1,142228497,423318317,"Dah sampai dengan selamat..
Barang cepat sampai 😍
First time beli kat seller ni.. 
Memang guna kayman punya pencuci ni, best sesangat 😘😘
Thankyou bagi free gift...",5,,,Coalface Soap
8.62307E+13,3034933556,6228164669,1633795951,1,540885189,423318317,"Haii, already received my parcel! Barang diterima dalam keadaan baik dan selamat. Packaging sangat secured. Seller juga bagi service yang bagus. laju je, order petang esok hari dah sampai. Love Kayman products too 💕🥳",5,,,
1.18859E+14,3034933556,9831798316,1665969505,1,90885552,423318317,"Skin Suitability:blum try
Absorption:orng ckp best

Rmai sangat orang cakap best kawan guna pun okay so nak try harap okay",5,blum try,orng ckp best,Soap + Serum
1.15712E+14,3034933556,9461777263,1662268982,1,19004272,423318317,Barang dibungkus dengan baik dan penghantaran sangat cepat,5,,,Skintella Moisturzer
9.22039E+13,3034933556,6797689429,1638597833,1,218982758,423318317,"srsly seller buat kerja laju sangat! i rasa baru je buat payment tak sampai sejam dua parcel dah posted.  semalam order harini sampai! first time trying this product, i have a very dry-acne prone skin. hopefully it helps. banyak beli, banyak lah free gifts 🥰 thank you seller! semoga murah rezeki.",5,,,Soap + Cleanser
9.0345E+13,3034933556,6655271891,1637330842,1,56525378,423318317,Penghantaran agak pantas dan diterima dalam masa 2 hari dari tarikh oder. Free gift pon comel. Thank you seller. Nasib baik dapat beli masa harga promo. Alhamdulillah.,5,,,Rosa Glow Essence
